2448;2593;2472;2439;2463;2454;2439;2510;2498;2398;
2498;2498;2487;2445;2442;2442;2404;2475;2457;2339;
2341;2341;2330;2327;2330;2327;2315;2326;2300;2300;
2338;2338;2341;2330;2341;2330;2315;2315;2315;2315;
2327;2327;2338;2341;2341;2341;2315;2326;2326;2315;
2330;2330;2327;2341;2327;2341;2303;2315;2300;2300;
2341;2341;2330;2327;2330;2327;2326;2326;2315;2315;
2338;2353;2341;2330;2341;2330;2315;2315;2315;2326;
2327;2338;2341;2341;2341;2341;2300;2300;2303;2300;
2330;2327;2327;2341;2327;2341;2315;2315;2326;2315;
2341;2330;2330;2327;2330;2327;2303;2300;2300;2300;
2338;2341;2341;2330;2341;2330;2326;2326;2315;2315;
2327;2341;2341;2341;2341;2341;2315;2315;2315;2326;
2330;2327;2327;2341;2327;2341;2300;2300;2303;2300;
2341;2330;2330;2327;2330;2327;2315;2315;2326;2315;
2353;2341;2341;2330;2341;2330;2315;2315;2315;2315;
2341;2341;2341;2341;2341;2341;2300;2300;2300;2303;
2327;2327;2327;2341;2327;2341;2315;2315;2315;2326;
2330;2330;2330;2327;2330;2327;2300;2300;2303;2300;
2341;2341;2341;2330;2341;2330;2315;2315;2326;2315;
2341;2341;2341;2341;2341;2341;2315;2315;2315;2315;
2327;2327;2327;2341;2327;2341;2300;2300;2300;2303;
2330;2330;2330;2327;2330;2327;2315;2315;2315;2326;
2341;2341;2341;2330;2341;2330;2326;2326;2315;2315;
2341;2341;2341;2341;2341;2341;2300;2300;2300;2300;
2327;2327;2327;2341;2327;2341;2315;2315;2315;2315;
2330;2330;2330;2327;2330;2327;2300;2300;2300;2303;
2341;2341;2341;2330;2341;2330;2315;2315;2315;2326;
2341;2341;2341;2341;2341;2341;2326;2326;2315;2315;
2327;2327;2327;2341;2327;2341;2300;2300;2300;2300;
2330;2330;2330;2327;2330;2327;2315;2315;2315;2315;
2341;2341;2341;2330;2341;2330;2315;2315;2326;2315;
2341;2341;2341;2341;2341;2341;2303;2303;2300;2300;
2327;2327;2327;2341;2327;2341;2326;2326;2315;2315;
2330;2330;2330;2327;2330;2327;2300;2300;2300;2300;
2341;2341;2341;2330;2341;2330;2315;2315;2315;2315;
2341;2341;2341;2341;2341;2341;2315;2315;2326;2315;
2327;2327;2327;2341;2327;2341;2303;2303;2300;2300;
2330;2330;2330;2327;2330;2327;2326;2326;2315;2315;
2341;2341;2341;2330;2341;2330;2315;2315;2315;2326;
2341;2341;2341;2341;2341;2341;2300;2300;2303;2300;
2327;2327;2327;2341;2327;2341;2315;2315;2326;2315;
2330;2330;2330;2327;2330;2327;2303;2303;2300;2300;
2341;2341;2341;2330;2341;2330;2326;2326;2315;2315;
2341;2341;2341;2341;2341;2341;2315;2315;2315;2326;
2327;2327;2327;2341;2327;2341;2300;2300;2303;2300;
2330;2330;2330;2327;2330;2327;2315;2315;2326;2315;
2341;2341;2341;2330;2341;2330;2315;2315;2315;2315;
2341;2341;2341;2341;2341;2341;2300;2300;2300;2303;
2327;2327;2327;2341;2327;2341;2315;2315;2315;2326;
2330;2330;2330;2327;2330;2327;2300;2300;2303;2300;
2341;2341;2341;2330;2341;2330;2315;2315;2326;2315;
2341;2341;2341;2341;2341;2341;2315;2315;2315;2315;
2327;2327;2327;2341;2327;2341;2300;2300;2300;2303;
2330;2330;2330;2327;2330;2327;2315;2315;2315;2326;
2341;2341;2341;2330;2341;2330;2326;2326;2315;2315;
2341;2341;2341;2341;2341;2341;2300;2300;2300;2300;
2327;2327;2327;2341;2327;2341;2315;2315;2315;2315;
2330;2330;2330;2327;2330;2327;2300;2300;2300;2303;
